run,sampled_lumi_MB,prescale_MB,livetime_MB,nevents_MB,sampled_lumi_HT2,prescale_HT2,livetime_HT2,nevents_HT2
15103025,0.0023821666666666,498.92401123,0.852660769283932,14293.0,1.11850447165846,1.0,0.802430555555556,30043.0
15103026,0.0011276666666666,497.61196899,0.848432427201202,6766.0,0.518685182905369,1.0,0.784240993649188,13954.0
15103027,0.0032315,487.44400024,0.855442429333324,19389.0,1.4704580664713,1.0,0.798572851653825,39281.0
15103028,0.0034066666666666,457.79199219,0.878906318614457,20440.0,1.46541471314598,1.0,0.825857850824917,39495.0
15103029,0.001604,422.07067871,0.799142848317716,9624.0,0.647508258643371,1.0,0.764328726768618,17643.0
15103030,0.0030975,416.59069824,0.884970888346131,18585.0,1.21422393922582,1.0,0.832735140638921,32650.0
15103031,0.002805,397.76266479,0.875171096081495,16830.0,1.04347884338427,1.0,0.818501975605566,28586.0
15103042,0.0038108333333333,1111.75610352,0.885365067451254,22865.0,4.0629763247197,1.0,0.849057683776706,118666.0
15103043,0.00365,1138.03063965,0.894873212282483,21900.0,3.98370005370579,1.0,0.858225313440987,113150.0
15103045,0.0025648333333333,1250.61474609,0.911142523003559,15389.0,3.0916667269444,1.0,0.878205784227439,85806.0
15103046,0.0012641666666666,1206.38134766,0.874592540241503,7585.0,1.42637303801545,1.0,0.817993666825341,38588.0
15103049,0.0031545,1057.1105957,0.908708604313023,18927.0,3.22583937600992,1.0,0.87905575486096,88702.0
15103050,0.0030026666666666,996.00671387,0.889257538578331,18016.0,2.87737421206082,1.0,0.855567962865651,78151.0
15103051,0.0030115,954.34393311,0.905874475905991,18069.0,2.76959191173097,1.0,0.872963369877744,74689.0
15103052,0.0026828333333333,867.965271,0.900235254731721,16097.0,2.22611936415658,1.0,0.860614030072609,60212.0
15103053,0.0031921666666666,819.35736084,0.91371555506386,19153.0,2.49139907728745,1.0,0.870352938142336,67495.0
15103054,0.001792,759.00134277,0.903514830339114,10752.0,1.29805274634334,1.0,0.862277544491102,34498.0
15103055,0.0030081666666666,718.8079834,0.870011246747305,18049.0,2.06283974537414,1.0,0.829995181013192,55115.0
15103056,0.0031766666666666,667.67199707,0.897807381471656,19060.0,2.03276138239632,1.0,0.860468082392705,53972.0
15103057,0.0005418333333333,625.59338379,0.481933008243546,3251.0,0.321510739212007,1.0,0.457113755762839,8527.0
15103058,0.0029801666666666,615.12805176,0.846753226756976,17881.0,1.73719406612207,1.0,0.802415135765622,46780.0
15103059,0.0031175,575.66271973,0.864941906191519,18705.0,1.70153226820456,1.0,0.820073090293252,46002.0
15103060,0.0030895,539.59997559,0.864187670729515,18537.0,1.55871325174311,1.0,0.808005231674713,42009.0
