run,sampled_lumi_VPDMB,prescale_VPDMB,lifetime_VPDMB,nevents_VPDMB,sampled_lumi_JP2,prescale_JP2,lifetime_JP2,nevents_JP2,JP2_weight
13050031,6.75340341833965e-08,13625.59960938,0.855609260671487,1689.0,0.0082927523830716,1.0,0.906961149993714,21892.0,1114.3279938038495
13050032,2.43326629072722e-07,13231.20019531,0.8584221824443,6083.0,0.0291319212288154,1.0,0.913295578787023,74614.0,1147.643913683909
13050036,2.44005933742963e-07,12595.20019531,0.846629116868912,6100.0,0.0278934436072762,1.0,0.897829660876547,70734.0,1151.880536598327
13050037,9.61234688175018e-08,12301.79980469,0.858983465565448,2403.0,0.0107547464893026,1.0,0.909124529316837,27307.0,1145.742458054316
13050038,2.4404430391849e-07,12067.20019531,0.861701926771594,6101.0,0.026763377455643,1.0,0.90932944606414,68832.0,1128.707328161273
13050041,1.97182770956409e-07,10341.20019531,0.85937359553198,4929.0,0.0188517816861971,1.0,0.912666022267569,51222.0,1056.8250741323193
13051006,2.54845392362134e-07,27709.59960938,0.834254928443952,6371.0,0.0600661378480814,1.0,0.888880228529562,228927.0,821.6470565471126
13051007,2.81356526375686e-07,23384.80078125,0.846913597999679,7033.0,0.055529373161951,1.0,0.904016632192157,171896.0,1021.282372176771
13051008,2.39674519486449e-07,20825.19921875,0.830986993059777,5992.0,0.04239027350365,1.0,0.888511672435378,121128.0,1101.5021124029558
13051009,2.44641216981034e-07,19639.59960938,0.848562596182724,6115.0,0.0409543340952266,1.0,0.905296421870371,110420.0,1160.3480252117524
13051010,2.46132549868824e-07,18832.0,0.857694724639308,6153.0,0.039848511807229,1.0,0.91500563136803,105207.0,1174.978045371897
13051011,2.47455541752157e-07,17905.0,0.802812881538796,6186.0,0.0382538558805615,1.0,0.852760839822306,101318.0,1161.2094165726865
13051012,6.66132312210656e-08,16738.19921875,0.853739818867078,1665.0,0.0097369648818065,1.0,0.90868015108193,26138.0,1134.8438820519539
13051015,2.42485649502944e-07,15944.20019531,0.854502943688155,6062.0,0.0341820444075797,1.0,0.911723820667447,91508.0,1126.9621908348154
13051016,2.41845952200995e-07,15536.40039062,0.845284171197896,6046.0,0.0333571627601281,1.0,0.898060919282967,88561.0,1126.883700666122
13051017,2.41113210372403e-07,14974.59960938,0.857374894092314,6027.0,0.0322930601559373,1.0,0.913732713006633,86081.0,1117.3713158636833
13051019,2.13818951484206e-07,14581.40039062,0.859842626534687,5345.0,0.0279975682825577,1.0,0.913924618606042,73631.0,1125.0650950563781
13051020,2.40331501895444e-07,14263.79980469,0.858031681650424,6008.0,0.0311232086372697,1.0,0.91439881817972,79481.0,1149.0374096191435
13051021,2.15434357881522e-07,13600.0,0.859579394095055,5386.0,0.0267069654380466,1.0,0.915419407894737,67052.0,1163.396199680094
13051022,2.39047492295596e-07,12972.79980469,0.855978316306587,5975.0,0.028315987879127,1.0,0.910522844543303,70669.0,1166.731069612342
13051023,2.39547928691918e-07,13187.40039062,0.859736169297373,5988.0,0.0288897461748002,1.0,0.913127487235921,71633.0,1170.8305946314513
13051024,1.34329997898821e-07,12646.79980469,0.858306491978999,3358.0,0.0155800545746947,1.0,0.911341570007796,38825.0,1161.4182726010647
13051026,2.39132985674978e-07,12500.79980469,0.841864282558269,5978.0,0.0276331548474985,1.0,0.896003145066177,68657.0,1158.4474499430603
13051028,1.38295715543631e-07,12045.59960938,0.831253553224253,3457.0,0.0154223042179893,1.0,0.882518164302793,38237.0,1156.2031015190294
13051069,2.31962454906449e-07,17405.80078125,0.834551104285392,5799.0,0.0337604103447631,1.0,0.890859533372307,117380.0,917.9294589023799
13051070,1.80264050174916e-07,15984.59960938,0.830160530924141,4507.0,0.0242872641739117,1.0,0.888263241245821,71029.0,1085.2585816760081
13051071,2.40326843772439e-07,15521.0,0.838149131423553,6008.0,0.0316188435854419,1.0,0.892313288804907,88676.0,1119.5399345282335
13051072,2.41116851943527e-07,14771.59960938,0.836364702466047,6028.0,0.0304649732465838,1.0,0.891969396920213,82501.0,1151.054313690165
13051073,2.41209888133225e-07,14267.20019531,0.834966582213078,6030.0,0.0297308108947582,1.0,0.892626263769855,79157.0,1161.8961372032907
13051074,2.74985709541154e-07,13791.59960938,0.823354050754953,6875.0,2.38138390777894e-05,1.0,0.0006330843338633,86869.0,0.8392618095096218
13051081,8.00852703391214e-08,12122.20019531,0.852544993717429,2002.0,0.0084006962294284,1.0,0.883196220575059,21908.0,1147.579248404418
13051083,2.3873752800378e-07,11816.40039062,0.843855113538697,5968.0,0.0252299270071475,1.0,0.900108532309234,64918.0,1158.7129833586905
13051084,1.57178203273409e-07,11749.20019531,1.0,3678.0,0.014533055111875,1.0,1.0,39857.0,1084.2150266791325
13051085,2.41839161244036e-07,11665.20019531,0.854172328441256,6045.0,0.025384473411767,1.0,0.910040228193376,65120.0,1153.6901970081076
