run,sampled_lumi_VPDMB,prescale_VPDMB,lifetime_VPDMB,nevents_VPDMB,sampled_lumi_BHT2,prescale_BHT2,lifetime_BHT2,nevents_BHT2,BHT2_weight
13049082,4.256672e-05,133.66732788,0.878658891197762,1064168.0,0.0462769962826915,1.0,0.877665631469979,102028.0,1392.5951303663146
13049093,4.346276e-05,91.10319519,0.8720801673361,1086569.0,0.0332013839469594,1.0,0.871167358671351,65706.0,1504.9811994469637
13049094,4.435632e-05,86.34493256,0.894536295326531,1108908.0,0.0323212208498268,1.0,0.89388252291044,63246.0,1512.800944887904
13049096,1.78754e-05,81.85422516,0.870867905992675,446885.0,0.0123565236798971,1.0,0.868913586504,24053.0,1517.3715261951108
13049098,4.641196e-05,76.8323822,0.896878193668221,1160299.0,0.0303798910690688,1.0,0.897395524867465,62334.0,1431.0000687997203
13049099,4.623564e-05,72.76434326,0.87823340583079,1155891.0,0.0288018902195902,1.0,0.878218432714422,62846.0,1338.2906713682955
13049101,4.734416e-05,68.4372406,0.895013506629956,1183604.0,0.0278878349919663,1.0,0.895152663589963,58795.0,1377.926456835008
13050001,3.815944e-05,66.94293976,0.876446421272641,953986.0,0.0220691319711374,1.0,0.875415282392027,42853.0,1488.5187261841122
13050006,1.865096e-05,453.44662476,0.771294081518238,466274.0,0.0640165499270186,1.0,0.748270930282201,140339.0,1461.5977643098627
13050009,2.603292e-05,173.01353455,0.917660868288515,650823.0,0.0354005865885318,1.0,0.918186945060134,70325.0,1602.0723728908442
13050011,3.57484e-05,150.74295044,0.915482293898391,893710.0,0.0426973561745638,1.0,0.913091156868173,86047.0,1561.5722506816383
13050012,3.791736e-05,136.32487488,0.917380667393345,947934.0,0.0414827484755098,1.0,0.918583209837438,81466.0,1588.3482715572259
13050015,4.13064e-06,114.99980927,0.896556247713689,103266.0,0.0038245101101714,1.0,0.887522977941177,8017.0,1466.373676729825
13050016,6.50664e-06,112.18183136,0.894487568500437,162666.0,0.0059605811070801,1.0,0.89576115001843,12432.0,1469.9285497548271
13050020,4.345964e-05,100.06311035,0.913582435986007,1086491.0,0.0357184219242016,1.0,0.913376683697167,74984.0,1449.5516910121542
13050022,4.404244e-05,95.44646454,0.897398072381634,1101061.0,0.0346948434760138,1.0,0.897112258558042,70620.0,1487.6650898308942
13050023,4.53254e-05,89.4931488,0.860248282231026,1133135.0,0.0337765124194302,1.0,0.862568734293747,69583.0,1461.2959886695899
13050028,2.972252e-05,80.80103302,0.916622022737877,743063.0,0.0201612678744242,1.0,0.914948342195133,42576.0,1407.6153033678088
13050029,4.283572e-05,77.49938202,0.907571346615298,1070893.0,0.0281583169206332,1.0,0.906074047523037,55090.0,1504.0229454661965
13050031,1.356372e-05,72.32710266,0.912172645287312,339093.0,0.0083359859800673,1.0,0.911689518940274,15903.0,1541.3836627806818
13050032,4.955468e-05,69.19876862,0.914313418996948,1238867.0,0.029097748899344,1.0,0.912224264705882,55771.0,1533.631943224198
13050036,5.088096e-05,64.34376526,0.901881557313023,1272024.0,0.0280101132563691,1.0,0.901585004711267,53795.0,1520.9573596647408
13050037,2.025784e-05,62.17920303,0.915008233845733,506446.0,0.0108171152864131,1.0,0.914396713405376,20672.0,1522.3182524310075
13050038,5.173548e-05,60.4811554,0.915567636174716,1293387.0,0.0269509682143287,1.0,0.915703148373018,52206.0,1498.6231126474124
13050041,4.193976e-05,51.70600128,0.913921697713573,1048494.0,0.0188784178478163,1.0,0.913955551293424,38285.0,1416.1013526316058
13051006,2.388024e-05,315.64016724,0.890476979509623,597006.0,0.0601086412227776,1.0,0.889509208696537,131534.0,1431.069366145926
13051007,3.567076e-05,197.040802,0.904725782748802,891769.0,0.0555444854713245,1.0,0.904262660163418,115683.0,1518.156788663293
13051008,3.508584e-05,152.04997253,0.888180881712192,877146.0,0.042322998917257,1.0,0.887101578790587,86721.0,1536.0518919913143
13051009,3.803172e-05,135.04370117,0.907072343762548,950793.0,0.0410916501892689,1.0,0.908331797035125,84073.0,1529.3481244870081
13051010,3.978008e-05,124.55026245,0.916806200211298,994502.0,0.0399368149437944,1.0,0.917033257082527,83689.0,1480.435442179943
13051011,4.173956e-05,113.45101166,0.858023262062944,1043489.0,0.0385445485932954,1.0,0.859241006491392,79428.0,1492.5832168642582
13051012,1.182844e-05,100.73802185,0.912383020198578,295711.0,0.0097815439796909,1.0,0.912840394226727,19851.0,1501.399146598933
13051015,4.45118e-05,92.792099,0.9128742111594,1112795.0,0.0342867287030404,1.0,0.914516022464486,69457.0,1489.3285797772019
13051016,4.508196e-05,88.91152954,0.901725558127044,1127049.0,0.0335472894376101,1.0,0.903179620174514,67098.0,1495.860362166266
13051017,4.598488e-05,83.77264404,0.914769798887951,1149622.0,0.0322624179081274,1.0,0.912865690058396,63804.0,1506.2756284242614
13051019,4.140684e-05,80.31111145,0.917109653595384,1035171.0,0.0280707075499301,1.0,0.916312103703458,55563.0,1494.9415236075704
13051020,4.708788e-05,77.59233856,0.914503491406644,1177197.0,0.0311502767849567,1.0,0.915194079444193,60783.0,1503.8817557215698
13051021,4.331976e-05,72.12121582,0.916602848110942,1082994.0,0.026667994318812,1.0,0.914083617088497,52297.0,1489.419503376232
