run,sampled_lumi_MB,prescale_MB,livetime_MB,nevents_MB,sampled_lumi_JP2,prescale_JP2,livetime_JP2,nevents_JP2,JP2_weight
13048009,3.796576e-05,127.11695099,0.90508824925658,949144.0,0.0395371256223484,1.0,0.903224702177187,105540.0,1140.8363863166348
13048010,6.87668e-06,117.03401184,0.909393098613884,171917.0,0.0065931090170159,1.0,0.901679421768708,17294.0,1153.5487852309063
13048011,4.188552e-05,103.82598114,0.913491282958305,1047138.0,0.036188604528442,1.0,0.910116417201235,96125.0,1126.8501120936917
13048012,4.236816e-05,100.36811066,0.91658681775786,1059204.0,0.0356586850172073,1.0,0.913892210948652,95107.0,1114.5107128287248
13048013,4.333596e-05,91.22914124,0.898518258264753,1083399.0,0.0334888268135014,1.0,0.896269070036755,89354.0,1103.3658068297461
13048014,4.313404e-05,90.91260529,0.828044624948323,1078351.0,0.0333607557960844,1.0,0.827949517334636,88523.0,1107.3329940827284
13048015,4.46254e-05,84.17036438,0.855168859977622,1115635.0,0.0320104178694981,1.0,0.851183558627439,83806.0,1115.2637168078709
13048016,4.563532e-05,79.46669769,0.903836384092267,1140883.0,0.0311925907627799,1.0,0.901934659810388,82241.0,1100.0771624045217
13048017,1.284804e-05,76.53390503,0.912898026088802,321201.0,0.0084388662256168,1.0,0.906811966520262,22211.0,1099.404788569001
13048018,4.780944e-05,69.008255,0.912795868701751,1195236.0,0.0286517838690095,1.0,0.909825658055379,74807.0,1098.998214854371
13048019,2.4371e-05,67.73208618,0.873020596281177,609275.0,0.0162410649161582,1.0,0.689865028842384,37243.0,875.5940341451508
13048030,1.90368e-05,263.72598267,0.899700594803155,475920.0,0.0373032772377166,1.0,0.89923019225455,114447.0,1096.1130156460777
13048031,2.507876e-05,210.52140808,0.907526729350653,626969.0,0.0396768560974515,1.0,0.907044429532296,116720.0,1130.2283342313162
13048032,4.93744e-06,174.33831787,0.901093150047102,123436.0,0.0064567571427112,1.0,0.892376905773557,18292.0,1165.0703032300382
13048040,3.569028e-05,150.50765991,0.911145039910173,892257.0,0.0413728191473437,1.0,0.90907201237206,109702.0,1221.3630971264847
13048041,2.21074e-05,134.5582428,1.0,552685.0,0.021714514745,1.0,1.0,59862.0,1242.3293979806554
13048042,3.908228e-05,125.64709473,0.909850987148602,977057.0,0.0385132085406556,1.0,0.907733261577789,94848.0,1291.3148718063703
13048043,2.414988e-05,114.45292664,0.889136986600016,603747.0,0.0218287059202918,1.0,0.886220611186628,53184.0,1295.0127974926254
13048044,6.06128e-06,109.08151245,0.905037817607206,151532.0,0.0052697572820613,1.0,0.905223989493652,12783.0,1293.3380217609388
13048045,9.54e-06,108.74959564,0.90755708674507,238500.0,0.0082645277521478,1.0,0.9054226766478,20130.0,1285.4336785270293
13048049,4.27126e-05,95.0255127,0.890663235534103,1067815.0,0.0328944110143904,1.0,0.88914764278842,81681.0,1240.153799279336
13048050,4.324044e-05,90.65010071,0.914832870825661,1081011.0,0.0319957450344144,1.0,0.912479038090784,80329.0,1216.7663177433838
13048051,4.992012e-05,85.57178497,0.897528092411802,1248003.0,0.0353100811725508,1.0,0.897836281700457,88550.0,1206.4428544689374
13048052,4.614308e-05,78.68508148,0.845679666347581,1153577.0,0.0300871087163688,1.0,0.843916390644253,74938.0,1208.7331212626098
13048053,4.592524e-05,77.90901184,0.896699116534534,1148131.0,0.0297189582556061,1.0,0.891196930884192,73668.0,1206.7774884517974
13048087,1.803872e-05,360.09820557,0.895504449007014,450968.0,0.0496822427737891,1.0,0.894682974548621,158932.0,1020.8378398623029
13048088,2.409536e-05,245.98327637,0.898873871894264,602384.0,0.0455900897603651,1.0,0.897078853666125,130294.0,1134.975418089882
13048089,2.815884e-05,200.69477844,0.903440115135828,703971.0,0.0440149528560253,1.0,0.901392799489432,120223.0,1172.5138874136799
13048090,3.105984e-05,171.83177185,0.910704305874236,776496.0,0.0420073719745006,1.0,0.908899914346203,112906.0,1179.4087409796768
13048091,3.298308e-05,152.32133484,0.878968470591397,824577.0,0.039913359525236,1.0,0.875737055082996,106043.0,1180.0770863937175
13048092,3.342164e-05,137.30459595,0.834226644377195,835541.0,9.24934967393277e-06,1.0,0.0002089754927388,98355.0,0.2921915811716755
13048093,8.6522e-06,119.23764801,0.828910221081613,216305.0,0.0013069974856994,1.0,0.1289972899729,22044.0,182.08016939079832
13049006,3.138476e-05,200.18565369,0.822420935083002,784619.0,6.3064786038737e-05,1.0,0.0009855711886614,186071.0,1.0115955768619496
13049007,1.37044e-06,150.6131897,0.316707559693414,34261.0,3.78126753062583e-08,1.0,6.91464035983626e-06,7058.0,0.015962192861422596
13049031,4.252184e-05,82.77916718,0.909903014379231,1063046.0,0.0302729176393352,1.0,0.907641953986226,85449.0,1027.2723152821145
13049032,1.971176e-05,79.46154022,0.909192183832071,492794.0,0.013482530461696,1.0,0.907553858740115,36889.0,1059.600664634395
13049035,4.472968e-05,77.21422577,0.854303437645441,1118242.0,0.0297164069246198,1.0,0.850315744407578,79711.0,1078.1592917303046
13049039,4.71588e-05,68.69824219,0.914801449609998,1178970.0,0.0282326725260475,1.0,0.911999799857398,73190.0,1103.226107347693
13049041,1.086296e-05,63.94635773,0.908701253180022,271574.0,0.0060759336104331,1.0,0.906202723146747,15846.0,1092.9205355170961
13049042,4.025712e-05,61.83962631,0.896877493724782,1006428.0,0.0219222611232389,1.0,0.894522350223021,55959.0,1109.2710852962991
13049044,3.743408e-05,58.85899734,0.746960427281528,935852.0,0.0194279099749442,1.0,0.743891076312705,49709.0,1103.5620587243532
13049045,4.947084e-05,56.94299698,0.910264384435286,1236771.0,0.024878946761637,1.0,0.907033569632481,64090.0,1094.952180359864
13049046,4.93732e-05,56.95700073,0.911812902561381,1234330.0,0.0249659329087698,1.0,0.909814361986891,63117.0,1111.4222910644185
13049047,4.975764e-05,54.92100143,0.854441432257789,1243941.0,0.0242463968865408,1.0,0.849610411372078,61048.0,1112.7671996024421
13049048,4.175376e-05,54.64899826,0.917188928252444,1043844.0,0.0203591126829679,1.0,0.914504919216536,50856.0,1118.414653948908
13049049,3.96284e-05,51.85100174,0.69969471872006,990710.0,0.0185292607008128,1.0,0.696632578196356,46704.0,1095.077371448754
13049072,1.725964e-05,394.09631348,0.895499358496409,431491.0,0.052895713331335,1.0,0.895247273339146,176336.0,964.0750794298433
13049073,2.590184e-05,241.61694336,0.894698459968234,647546.0,0.0488309840285921,1.0,0.893204183753626,144919.0,1077.8212484672792
13049080,3.323792e-05,166.32563782,0.899420792294856,830948.0,0.0443023741018559,1.0,0.89774946353923,121333.0,1136.9630209720613
13049081,3.490696e-05,149.5223999,0.895580924693709,872674.0,0.0420001688260659,1.0,0.892486373750766,115217.0,1128.5959629304912
13049082,4.256672e-05,133.66732788,0.878658891197762,1064168.0,0.0462867749088771,1.0,0.877851087848213,125570.0,1131.7489779202888
13049093,4.346276e-05,91.10319519,0.8720801673361,1086569.0,0.033108520466772,1.0,0.868730724316555,87348.0,1128.9292494350434
13049094,4.435632e-05,86.34493256,0.894536295326531,1108908.0,0.0322696607098041,1.0,0.892456564767979,85412.0,1118.4140180683776
13049096,1.78754e-05,81.85422516,0.870867905992675,446885.0,0.0123737842429502,1.0,0.870127353266888,31513.0,1159.7854748108064
13049098,4.641196e-05,76.8323822,0.896878193668221,1160299.0,0.0302247553800959,1.0,0.89281295172015,77480.0,1145.3853436418765
13049099,4.623564e-05,72.76434326,0.87823340583079,1155891.0,0.0287588234543112,1.0,0.876905254071735,77497.0,1083.6607037207355
13049101,4.734416e-05,68.4372406,0.895013506629956,1183604.0,0.0278269041752422,1.0,0.893196886710868,74607.0,1083.5200419093483
13050001,3.815944e-05,66.94293976,0.876446421272641,953986.0,0.0219624932412849,1.0,0.871185248608648,57229.0,1109.2150802851215
13050006,1.865096e-05,453.44662476,0.771294081518238,466274.0,0.0606361468462356,1.0,0.708758376718006,261967.0,741.649984879853
13050009,2.603292e-05,173.01353455,0.917660868288515,650823.0,0.0353331975179846,1.0,0.916439071062016,105855.0,1062.3141796420614
13050011,3.57484e-05,150.74295044,0.915482293898391,893710.0,0.0427786976563316,1.0,0.914830660067975,123161.0,1093.078077882242
13050012,3.791736e-05,136.32487488,0.917380667393345,947934.0,0.0413822716275324,1.0,0.916358276608053,116027.0,1112.5252285451847
13050015,4.13064e-06,114.99980927,0.896556247713689,103266.0,0.0038298597793573,1.0,0.888764432190246,10730.0,1097.1446200693308
